title,Abstract,year
"Combining Anthropometric Data and Consumer Review Content to Inform Design for Human Variability","In this paper, we strive to combine concepts from the field of ergonomics with techniques from design analytics in order to inform the specifications of a product, such that a designer can create products that are both universal and well-received by consumers. While the ergonomic guidelines dictated by anthropometric data can provide a broad target range for design features, consumer reviews of previous iterations of similar products can narrow the design further, within that given range, to pinpoint a more effective design. We establish a general, ergonomically-centered set of cue-phrases to identify and extract useful information from online reviews, after which this information can be coupled with anthropometric measurements to produce more accurate product dimensions and features. A new metric, the Frequency and Accuracy Summation (FAS) Number is also introduced, as a means to predict the likelihood that a cue-phrase will yield useful results. The usefulness of these cue-phrases as well as the utility of combining consumer review content with anthropometric data sets are then tested in a case study centered on the design of a new and more universal “ear bud” headphone. Using the established cue-phrases, reviews of an existing product are processed such that problem components could be targeted in the new design. The information that was gleaned from those reviews is then paired with actual human ear measurements to propose a new, hypothetical product design that is more ergonomically sound and universal.",2015
"Metamodel Uncertainty Quantification by Using Bayes’ Theorem","In complex engineering systems, approximation models, also called metamodels, are extensively constructed to replace the computationally expensive simulation and analysis codes. With different sample data and metamodeling methods, different metamodels can be constructed to describe the behavior of an engineering system. Then, metamodel uncertainty will arise from selecting the best metamodel from a set of alternative ones. In this study, a method based on Bayes’ theorem is used to quantify this metamodel uncertainty. With some mathematical examples, metamodels are built by six metamodeling methods, i.e., polynomial response surface, locally weighted polynomials (LWP), k-nearest neighbors (KNN), radial basis functions (RBF), multivariate adaptive regression splines (MARS), and kriging methods, and under four sampling methods, i.e., parameter study (PS), Latin hypercube sampling (LHS), optimal LHS and full factorial design (FFD) methods. The uncertainty of metamodels created by different metamodeling methods and under different sampling methods is quantified to demonstrate the process of implementing the method.",2015
"On Using Adaptive Surrogate Modeling in Design for Efficient Fluid Power","In the last several decades fluid power has been used extensively in diverse industries such as agriculture, construction, marine, offshore resource extraction, and even entertainment. With a vast and ever-increasing spectrum of potential applications, the design of efficient and leak-free components in fluid power systems has become essential. Previous experiments and studies have shown that the use of microtextured surfaces in hydraulic components achieves performance enhancement by reducing friction and leakage. This article aims to build on this recent work through a systematic optimization-based study of performance improvement through microtexture surface design. These studies evaluate the potential of Newtonian fluid properties, coupled with varying surface features, to achieve design objectives for efficiency. This early-stage design strategy aims to find optimal surface features that minimize apparent fluid viscosity (low friction) and the area of the microtexture. The resulting multi-objective optimization (MOO) problem involves a computationally intensive simulation of the system based on computational fluid dynamics (CFD). As a strategy to reduce overall computational expense, this paper describes the development of a new adaptive surrogate modeling strategy for multi-objective optimization. Two case studies are presented: a simple analytical case study illustrating the details of the method and a more sophisticated case study involving the two-dimensional CFD simulation of Newtonian fluids on symmetric surface textures. This design approach embraces the potential of using rheologically complex fluids in engineering system design and optimization. This study can be further extended to a more generalized problem by coupling both fluid and geometrical design decisions.",2015
"Variable-Fidelity Optimization With In-Situ Surrogate Model Refinement","Owing to the typical low fidelity of surrogate models, it is often challenging to accomplish reliable optimum solutions in Surrogate-Based Optimization (SBO) for complex nonlinear problems. This paper addresses this challenge by developing a new model-independent approach to refine the surrogate model during optimization, with the objective to maintain a desired level of fidelity and robustness “where” and “when” needed. The proposed approach, called Adaptive Model Refinement (AMR), is designed to work particularly with population-based optimization algorithms. In AMR, reconstruction of the model is performed by sequentially adding a batch of new samples at any given iteration (of SBO) when a refinement metric is met. This metric is formulated by comparing (1) the uncertainty associated with the outputs of the current model, and (2) the distribution of the latest fitness function improvement over the population of candidate designs. Whenever the model-refinement metric is met, the history of the fitness function improvement is used to determine the desired fidelity for the upcoming iterations of SBO. Predictive Estimation of Model Fidelity (an advanced surrogate model error metric) is applied to determine the model uncertainty and the batch size for the samples to be added. The location of the new samples in the input space is determined based on a hypercube enclosing promising candidate designs, and a distance-based criterion that minimizes the correlation between the current sample points and the new points. The powerful mixed-discrete PSO algorithm is used in conjunction with different surrogate models (e.g., Kriging, RBF, SVR) to apply the new AMR method. The performance of the proposed AMR-based SBO is investigated through three different benchmark functions.",2015
"Optimization on Metamodeling-Supported Iterative Decomposition","The recently developed metamodel-based decomposition strategy relies on quantifying the variable correlations of black-box functions so that high dimensional problems are decomposed to smaller sub-problems, before performing optimization. Such a two-step method may miss the global optimum due to its rigidity or requires extra expensive sample points for ensuring adequate decomposition. This work develops a strategy to iteratively decompose high dimensional problems within the optimization process. The sample points used during the optimization are reused to build a metamodel called PCA-HDMR for quantifying the intensities of variable correlations by sensitivity analysis. At every iteration, the predicted intensities of the correlations are updated based on all the evaluated points and a new decomposition scheme is suggested by omitting the weak correlations. Optimization is performed on the iteratively updated sub-problems from decomposition. The proposed strategy is applied for optimization of different benchmark and engineering problems and results are compared to direct optimization of the undecomposed problems using Trust Region Mode Pursuing Sampling method (TRMPS), Genetic Algorithm (GA), and Dividing RECTangles (DIRECT). The results show that except for the category of un-decomposable problems with all or lots of strong (i. e., important) correlations, the proposed strategy effectively improves the accuracy of the optimization results. The advantages of the new strategy in comparison with the previous methods are also discussed.",2015
"Function Extrapolation at One Inaccessible Point Using Converging Lines","Focus of this paper is on the prediction accuracy of multidimensional functions at an inaccessible point. The paper explores the possibility of extrapolating a high-dimensional function using multiple one-dimensional converging lines. The main idea is to select samples along lines towards the inaccessible point. Multi-dimensional extrapolation is thus transformed into a series of one-dimensional extrapolations that provide multiple estimates at the inaccessible point. We demonstrate the performance of converging lines using Kriging to extrapolate a two-dimensional drag coefficient function. Post-processing of extrapolation results from different lines based on Bayesian theory is proposed to combine the multiple predictions. Selection of lines is also discussed. The method of converging lines proves to be more robust and reliable than two-dimensional Kriging surrogate for the example.",2015
"Multi-Objective Evolutionary Algorithms’ Performance in a Support Role","This paper presents a diagnostic assessment study, evaluating five leading multi-objective evolutionary algorithms (MOEAs) on their effectiveness, efficiency, reliability, and controllability on four different formulations of the same benchmark conceptual design problem, using the same underlying model. This assessment entails a broad sampling of the parameter space of each MOEA, for each problem formulation, requiring millions of optimization runs and trillions of model evaluations. The results of this assessment show the strengths and limitations of these MOEAs, establishing the Borg MOEA as a leading algorithm.",2015
"Improving Multiobjective Multidisciplinary Optimization With a Data Mining-Based Hybrid Method","Multiobjective, multidisciplinary design optimization (MDO) of complex system is challenging due to the long computational time needed for evaluating new designs’ performances. Heuristic optimization algorithms are widely employed to overcome the local optimums, but the inherent randomness of such algorithms leads to another disadvantage: the need for a large number of design evaluations. To accelerate the product design process, a data mining-based hybrid strategy is developed to improve the search efficiency. Based on the historical information of the optimization search, clustering and classification techniques are employed to detect low quality designs and repetitive designs, and which are then replaced by promising designs. In addition, the metamodel with bias correction is integrated into the proposed strategy to further increase the probability of finding promising design regions within a limited number of design evaluations. Two case studies, one mathematical benchmark problem and one vehicle side impact design problem, are conducted to demonstrate the effectiveness of the proposed method in improving the searching efficiency.",2015
"The Effect of Credit Definition and Aggregation Strategies on Multi-Objective Hyper-Heuristics","Heuristics and meta-heuristics are often used to solve complex real-world problems such as the non-linear, non-convex, and multi-objective combinatorial optimization problems that regularly appear in system design and architecture. Unfortunately, the performance of a specific heuristic is largely dependent on the specific problem at hand. Moreover, a heuristic’s performance can vary throughout the optimization process. Hyper-heuristics is one approach that can maintain relatively good performance over the course of an optimization process and across a variety of problems without parameter retuning or major modifications. Given a set of domain-specific and domain-independent heuristics, a hyper-heuristic adapts its search strategy over time by selecting the most promising heuristics to use at a given point.",2015
"A New Sequential Multi-Disciplinary Optimization Method for Bi-Level Decomposed Systems","Multi-discipline optimization (MDO) has been proposed to handle complex optimization problems with multiple disciplines or subsystems. These problems are with global and coupling variables that are shared by more than one subsystem, which is one of the major challenges for these problems. Diverse methods that can be classified as of single- and multi-levels have been developed aiming to solve those problems. Most of these methods do not give optimization autonomies to each subsystem concerning these shared variables. This study proposed that for decomposed bi-level MDO problems, each subsystem is given full optimization autonomy in the initial stage to decide possible best solutions individually. Then all the obtained solutions are given to the system that will process the information and dispatch shared variables to each subsystem. Based on these dispatched variables, subsystems will sequentially perform the corresponding optimization with respect to their local (and global) variables with additional consistency constraints. There is no nested optimization between the system and subsystems. Six numerical and engineering examples are tested and comparisons with other methods are made to demonstrate the efficiency and applicability of the proposed approach.",2015
"Decomposition-Based Design Optimization of Hybrid Electric Powertrain Architectures: Simultaneous Configuration and Sizing Design","Effective electrification of automotive vehicles requires designing the powertrain’s configuration along with sizing its components for a particular vehicle type. Employing planetary gear systems in hybrid electric vehicle powertrain architectures allows various architecture alternatives to be explored, including single-mode architectures that are based on a fixed configuration and multi-mode architectures that allow switching power flow configuration during vehicle operation. Previous studies have addressed the configuration and sizing problems separately. However, the two problems are coupled and must be optimized together to achieve system optimality. An all-in-one system solution approach to the combined problem is not viable due to the high complexity of the resulting optimization problem. In this paper we propose a partitioning and coordination strategy based on Analytical Target Cascading for simultaneous design of powertrain configuration and sizing for given vehicle applications. The capability of the proposed design framework is demonstrated by designing powertrains with one and two planetary gears for a mid-size passenger vehicle.",2015
"Introduction of a Tradeoff Index for Efficient Trade Space Exploration","The development of many-objective evolutionary algorithms has facilitated solving complex design optimization problems, that is, optimization problems with four or more competing objectives. The outcome of many-objective optimization is often a rich set of solutions, including the non-dominated solutions, with varying degrees of tradeoff amongst the objectives, herein referred to as the trade space. As the number of objectives increases, exploring the trade space and identifying acceptable solutions becomes less straightforward. Visual analytic techniques that transform a high-dimensional trade space into two-dimensional (2D) presentations have been developed to overcome the cognitive challenges associated with exploring high-dimensional trade spaces. Existing visual analytic techniques either identify acceptable solutions using algorithms that do not allow preferences to be formed and applied iteratively, or they rely on exhaustive sets of 2D representations to identify tradeoffs from which acceptable solutions are selected. In this paper, an index is introduced to quantify tradeoffs between any two objectives and integrated into a visual analytic technique. The tradeoff index enables efficient trade space exploration by quickly pinpointing those objectives that have tradeoffs for further exploration, thus reducing the number of 2D representations that must be generated and interpreted while allowing preferences to be formed and applied when selecting a solution. Furthermore, the proposed index is scalable to any number of objectives. Finally, to illustrate the utility of the proposed tradeoff index, a visual analytic technique that is based on this index is applied to a Pareto approximate solution set from a design optimization problem with ten objectives.",2015
"Dual Residual for Distributed Augmented Lagrangian Coordination Based on Optimality Conditions","Augmented Lagrangian Coordination (ALC) is one of the more popular coordination strategies for decomposition based optimization. It employs the augmented Lagrangian relaxation approach and has shown great improvements in terms of efficiency and solution accuracy when compared to other methods addressing the same type of problem. Additionally, by offering two variants: the centralized ALC in which an artificial master problem in the upper level is created to coordinate all the sub-problems in the lower level, and the distributed ALC in which coordination can be performed directly between sub-problems without a master problem, ALC provides more flexibility than other methods. However, the initial setting and the update strategy of the penalty weights in ALC still significantly affect its performance and thus are worth further research.",2015
"Towards a Methodology for Multidisciplinary Design Optimization of Haptic Devices","Design of haptic devices requires trade-off between many conflicting requirements, such as high stiffness, large workspace, small inertia, low actuator force/torque, and a small size of the device. With the traditional design and optimization process, it is difficult to effectively fulfill the system requirements by separately treating the different discipline domains. To solve this problem and to avoid sub-optimization, this work proposes a design methodology, based on Multidisciplinary Design Optimization (MDO) methods and tools, for design optimization of six degree-of-freedom (DOF) haptic devices for medical applications, e.g. simulators for surgeon and dentist training or for remote surgery.",2015
"Resource Allocation for Reduction of Epistemic Uncertainty in Simulation-Based Multidisciplinary Design","Epistemic model uncertainty is a significant source of uncertainty that affects a multidisciplinary system. In order to achieve a reliable design, it is critical to ensure that the disciplinary/subsystem simulation models are trustworthy, so that the aggregated uncertainty of system quantities of interest (QOIs) is acceptable. Uncertainty reduction can be achieved by gathering additional experiments and simulations data; however resource allocation for multidisciplinary design optimization (MDO) remains a challenging task due to the complex structure of a multidisciplinary system. In this paper, we develop a novel approach by integrating multidisciplinary uncertainty analysis (MUA) and multidisciplinary statistical sensitivity analysis (MSSA) to answer the questions about where (sampling locations), what (disciplinary responses), and which (simulations versus experiments) for allocating more resources. To manage the complexity in making the above decisions, a sequential procedure is proposed. First, the input space of a multidiscipline system is explored to identify the locations with unacceptable amounts of uncertainty with respect to the system QOIs. Next, these input locations are selected through a correlation check so that they are sparsely located in the input space, and their corresponding critical responses are identified based on MSSA. Finally, using a preposterior analysis, decisions are made about what type of resources (experimental or computational) should be allocated to the critical responses at the chosen input locations. The proposed method is applied to a benchmark electronic packaging problem to demonstrate how epistemic uncertainty is gradually reduced via gathering more data.",2015
"Trade-Off Analysis of System Architecture Modularity Using Design Structure Matrix","Product modularity has been the subject of considerable research and debate in last decade. Various metrics have been proposed in design community to measure the level of modularity and various procedures have been developed to search for ideal modular architectures. These procedures are based on either manual heuristics or computer clustering algorithms. Both approaches are aimed at finding more ideal architectures by optimizing a definition of modularity. However, different desirable criteria are often in conflict with each other and improving one criteria is not feasible without a compromising effect on another. Here, we propose a procedure to find non-dominated optimal architectures where our criteria of interest are intra-cluster and extra-cluster costs. We demonstrate an approach where a designer can consider the architecture that minimizes total cost of interactions, but also allows visualization of the trade-off in increased and decreased costs when considering nearby architectures with more or less modules. An alternative approach has been to consider granularity and hierarchical clustering schemes. We also show through an example that cost optimal architectures for any choice of number of modules are not necessarily obtainable via dividing or aggregating modules, and restricting to hierarchical clustering algorithms produces non-optimal solutions at different numbers of modules.",2015
"Sensitivity and Correlation Analysis and Implications in Scalable Product Family Design for Plug-In Hybrid Electric Vehicles","Plug-in Hybrid Electric Vehicles (PHEVs) bear great promises for increasing fuel economy and decreasing greenhouse gas emissions by the use of advanced battery technologies and green energy resources. The design of a PHEV highly depends on several factors such as the selected powertrain configuration, control strategy, sizes of drivetrain components, expected range for propulsion purely by electric energy, known as AER, and the assumed driving conditions. Accordingly, design of PHEV powertrains for diverse customer segments requires thorough consideration of the market needs and the specific performance expectations of each segment. From the manufacturing perspective, these parameters provide the opportunity of mass customization because of the high degree of freedom, especially when the component sizes and control parameters are simultaneously assessed. Based on a nonconventional sensitivity and correlation analysis performed on a simulation model for power-split PHEVs in this study, the product family design (PFD) concept and its implications will be investigated, and limitations of PFD for such a complex product along with directions for efficient family design of PHEVs will be discussed.",2015
"An Integrated Approach to Product Family Redesign Using Commonality and Variety Metrics","Redesigning a product family entails carefully balancing the tradeoffs between commonality and differentiation that are governed by the underlying platform architecture. Numerous metrics for commonality and variety exist to support product family design; however, rarely are they used in concert to redesign platforms effectively. In this paper, we introduce an integrated approach using multiple product family metrics to establish an effective platform redesign strategy. Specifically, we present a detailed procedure to integrate the Generational Variety Index (GVI), Product Line Commonality Index (PCI), and Design Structure Matrix (DSM) to prioritize components for redesign based on variety and commonality needs. The integrated approach extends to the platform architecture and establishes a redesign strategy for interfaces between components in the platform architecture. To demonstrate the approach, case studies involving two generations of wireless computer mice and two families of dishwashers are presented. Ongoing and future work are also discussed.",2015
"Measurement of Assembly System Complexity Based on the Task Differences Induced From Product Variety","As mass customization becomes a major challenge for manufacturing companies, assembly systems should have the capabilities to accommodate a high variety of products. Since the assembly system operations become much more complex with the increased variety, the firms are in need of a measure which is general and practical enough to correctly estimate the complexity of an assembly system. This paper proposes a new model which measures the complexity based on the modeling of production architecture. Production architecture describes how a product is processed in an assembly system. Then, the complexity is measured by checking which tasks are processed at each station since the differences among tasks are regarded as the main cause of complexity. The model has been applied to a case, a simplified version of real data from an electronics manufacturer. Applying this approach, the complexity induced from task differences can be measured from each station to an entire assembly system, and one can reduce the overall complexity by controlling the tasks which are allocated to stations. Consequently, the firms can get fundamental insights into the operation of complex assembly systems with the help of production architecture from which the complexity measure is derived.",2015
"Assessing and Generating Modules for Product Recovery","As technology pushes customers to buy new released products, especially mobile phone, high product replacement from the customers plays a role in increasing production rate for new products and rate of abandoned products. It accelerates environmental degradation like natural resource usage for the new products and pollutions generated by disposing the abandoned products. In this respect, product recovery is needed to reduce landfill rates, and resource usages, and prolong product lifecycle. Modular drivers such as interface design, material type, and components’ lifespan are applied to design modules for product recovery. The objective of this research is to support designers to assess initial modules and then reorganize modules for product recovery. First, according to conventional modular product design, the initial modules are generated. Then, since it is difficult to estimate how much the modules have negative effects on environment, the environmental impacts of a product are assessed by Eco-Indicator 99 based on used materials. Also, the complexity of the interface design is measured to understand how the modules are easily disassembled for upgrading and maintaining end-of-life products by using weighted-modular complexity score (wMCS). After assessing the product based on the Eco-Indicator 99 and wMCS, we apply new design guidelines to improve sustainability of a product in the end of life stage. Consequently, we compare the extent to design for sustainability before and after redesigning a product based on the design guideline. To demonstrate the effectiveness of the modular product design, we carry out a case study with a coffee maker.",2015
"An Automated Approach to the Design of Small Aerial Systems Using Rapid Manufacturing","Traditional engineering design processes focus on the generation of a completely defined solution for a specific set of design requirements. However, in the modern, rapidly evolving battlespace, Soldiers face the need for situationally specific aerial reconnaissance. Recent advances in automated manufacturing techniques, such as 3-D printing, have enabled the design of small unmanned aerial vehicles in which discrete components can be integrated with parametrically scaled and printed components. This approach enables mission-driven sizing, design, and synthesis of a product family using a small set of components. An integrated requirements and design process that separates the Soldier from any design engineering is presented. Mission requirements, performance models, component attributes, and manufacturing constraints are used to suggest a product architecture capable of fulfilling requirements. The process is executed to design an on-demand solution to specific aerial reconnaissance needs. Assembly takes place in a virtual environment prior to physical integration with off-the-shelf components. The resulting vehicle is then flown in a controlled environment to mimic the mission. A comparison of requirements to actual performance is presented. An assessment is made of the proposed capability and conclusions are drawn about the applicability and scalability of the approach.",2015
"Impact of Gasoline and Natural Gas Prices on Capacity Planning for Automakers and Electricity Generators Under GHG Emission Constraints","Both automakers and electricity generators are facing increasingly more stringent greenhouse gas (GHG) emission targets. With the introduction of plug-in hybrid and electric vehicles, the transportation and electricity generation sectors become connected. This provides an opportunity for both sectors to work jointly to achieve cost efficient reduction of CO",2015
"Value-Driven Modeling of Tactical and Operational Decisions in Support of Aerospace Product-Service Systems Design","Competitive markets and complex business-to-business environments compel manufacturers to provide innovative service offerings along with their products. This necessitates effective methodologires for developing and implementing sucessful new business strategies. This article presents an approach to model tactical and operational decisions to support the design and development of Product-Service Systems (PSSs). A combination of Quality Function Deployment and Design-to-Cost techniques is proposed as the first step of a PSS design framework that aids design engineers to determine the relations among value to customer, functional requirements, design variables and cost. The objective is to identify PSS design alternatives that deliver value to customer while respecting cost targets. An aerospace software case study is conducted to demonstrate the proposed approach.",2015
"Component Lifing Decisions and Maintenance Strategies in the Context of Aeroengine Product-Service Systems Design","Static structural engine components are typically designed for full lifetime operation. Efforts to reduce weight in order to improve performance result in structural designs associated with higher lifing uncertainty: Maintaining reliability levels may necessitate expensive manufacturing and maintenance solutions. In practice, repair techniques for such structures are available; however, they are not planned for during the design process. The objective of the research presented in this paper is to model and optimize component lifecycle costs with respect to lifing decisions, demonstrated by means of an aeroengine component design example. Both technical (failure) and legislative (certification) implications are considered. The impact of maintenance strategies (repair and/or replace) on lifing design decisions is quantified. It is shown that, under different conditions, it may not be prudent to design for full life but rather accept shorter life and then repair or replace the component. This is especially evident if volumetric effects on low cycle fatigue life are taken into account. It is possible that failure rates based on legacy engines do not translate necessarily to weight-optimized components. Such an analysis can play a significant supporting role in engine component design in a product-service system context.",2015
"Study of Current Trade-In Programs Available for Used Consumer Electronics: Investigation of Cellphones Design Features","This paper carries out an analysis of various trade-in programs available for cellphones in the United States. Product trade-in is one of the methods to recover End-of-Life (EoL) products from consumers. Currently, there is a lack of knowledge amongst consumers about such programs. The study aims to determine the factors which influence the product trade-in price. Cell phone trade-in programs of the following types of companies are studied: Phone network operator, online retailer and recycler, and educational institution. Apple’s iPhone was selected to carry out a case study to analyze various features of the trade-in programs. Age of the cell phone model, memory size of the phone, cellphone condition and phone carrier were found to be the most significant factors of a cell phone trade-in program. Newer phone models and higher memory size capacity phones were found to be offered higher price to the consumer. Cellphones of one particular phone carrier and unlocked cell phones were found to obtain the highest price quote. An attempt is made to evaluate and discuss the prospect of trade-in programs as an effective end of life recovery method. Product recovery by trade-in programs and conventional methods is compared based on factors drawn from consumer behavior studies. Improvements in trade-in programs are suggested, followed by a discussion on ways in which data from trade-in programs can benefit product designers.",2015
"In Vivo In Situ","Cities play an essential role in facilitating and supporting the real-world experimentations (for instance in public spaces with real users) of innovative products and services in the field of clean technologies. In this respect, the City of Paris has implemented an experimentation mechanism to help innovative start-ups improving their solutions and robustifying their business models in a multi-stakeholder eco-system. Nonetheless, a primary investigation demonstrated that the efficiency of these in vivo in situ experimentations have means of being improved.",2015
"Reliability-Based Design Optimization in X-Space Using Ensemble of Gaussian Reliability Analyses (EoGRA)","Reliability-Based Design Optimization (RBDO) algorithms have been developed to solve design optimization problems with existence of uncertainties. Traditionally, the original random design space is transformed to the standard normal design space, where the reliability index can be measured in a standardized unit. In the standard normal design space, the Modified Reliability Index Approach (MRIA) measured the minimum distance from the design point to the failure region to represent the reliability index; on the other hand, the Performance Measure Approach (PMA) performed inverse reliability analysis to evaluate the target function performance in a distance of reliability index away from the design point. MRIA was able to provide stable and accurate reliability analysis while PMA showed greater efficiency and was widely used in various engineering applications. However, the existing methods cannot properly perform reliability analysis in the standard normal design space if the transformation to the standard normal space does not exist or is difficult to determine. To this end, a new algorithm, Ensemble of Gaussian Reliability Analyses (EoGRA), was developed to estimate the failure probability using Gaussian-based Kernel Density Estimation (KDE) in the original design space. The probabilistic constraints were formulated based on each kernel reliability analysis for the optimization processes. This paper proposed an efficient way to estimate the constraint gradient and linearly approximate the probabilistic constraints with fewer function evaluations. Some numerical examples with various random distributions are studied to investigate the numerical performances of the proposed method. The results showed EoGRA is capable of finding correct solutions in some problems that cannot be solved by traditional methods.",2015
"Extreme Value Metamodeling for System Reliability With Time-Dependent Functions","The reliability of a system is usually measured by the probability that the system performs its intended function in a given period of time. Estimating such reliability is a challenging task when the probability of failure is rare and the responses are nonlinear and time variant. The evaluation of the system reliability defined in a period of time requires the extreme values of the responses in the predefined period of time during which the system is supposed to function. This work builds surrogate models for the extreme values of responses with the Kriging method. For the sake of computational efficiency, the method creates Kriging models with high accuracy only in the region that has high contributions to the system failure; training points of random variables and time are sampled simultaneously so that their interactions could be considered automatically. The example of a mechanism system shows the effectiveness of the proposed method.",2015
"Reliability Analysis for Multidisciplinary Systems Involving Stationary Stochastic Processes","The response of a component in a multidisciplinary system is affected by not only the discipline to which it belongs, but also by other disciplines of the system. If any components are subject to time-dependent uncertainties, responses of all the components and the system are also time dependent. Thus, time-dependent multidisciplinary reliability analysis is required. To extend the current time-dependent reliability analysis for a single component, this work develops a time-dependent multidisciplinary reliability method for components in a multidisciplinary system under stationary stochastic processes. The method modifies the First and Second Order Reliability Methods (FORM and SORM) so that the Multidisciplinary Analysis (MDA) is incorporated while approximating the limit-state function of the component under consideration. Then Monte Carlo simulation is used to calculate the reliability without calling the original limit-state function. Two examples are used to demonstrate and evaluate the proposed method.",2015
"Flexible Design of Systems Considering Time-Dependent Reliability","Many repairable systems degrade with time and are subjected to time-varying loads. Their characteristics may change over time considerably, making the assessment of their performance and hence their design difficult. To address this issue, we introduce in this paper the concept of flexible design of repairable systems under time-dependent reliability considerations. In flexible design, the system can be modified in the future to accommodate uncertain events. As a result, regardless of how uncertainty resolves itself, a modification is available that will keep the system close to optimal provided failure events have been properly characterized. We discuss how flexible design of repairable systems requires a fundamentally new approach and demonstrate its advantages using the design of a hydrokinetic turbine. Our results show that long-term metrics are improved when time-dependent characteristics and flexibility are considered together.",2015
"Material Characterization of Additively Manufactured Part via Multi-Level Stochastic Upscaling Method","An integrated multiscale modeling framework that incorporates a simulation-based upscaling technique is developed and implemented for the material characterization of additively manufactured cellular structures in this paper. The proposed upscaling procedure enables the determination of homogenized parameters at multiple levels by matching the probabilistic performances between fine and coarse scale models. Polynomial chaos expansion is employed in upscaling procedure to handle the computational burden caused by the input uncertainties. Efficient uncertainty quantification is achieved at the mesocale level by utilizing the developed upscaling technique. The homogenized parameters of mesostructures are utilized again at the macroscale level in the upscaling procedure to accurately obtain the overall material properties of the target cellular structure. Actual experimental results of additively manufactured parts are integrated into the developed procedure to demonstrate the efficacy of the method.",2015
"Time-Dependent Reliability Using Metamodels With Transformed Random Inputs","We have recently proposed a method for time-dependent reliability based on metamodels with random inputs. In that method, we employed multiple sets of inputs sampled from the input distribution to construct a new metamodel as a mixture of classical metamodels. Because the sampled inputs may cluster around a mode of the input distribution, they may result in a metamodel of reduced quality. We address this issue in this paper by using a transformation to de-cluster the sample inputs and then use our previously developed metamodel with random inputs. We first obtain the output of the computer model for a limited number of transformed input draws which do not cluster in high probability regions of the input space. Then, conditioned on these transformed sampled inputs, we construct a classical Kriging surrogate and obtain the distribution of the new surrogate as the marginal of the joint distribution between the classical surrogate and the transformed sampled inputs. The proposed method is illustrated with a corroding beam example. A more accurate time-dependent reliability estimation is obtained compared with our previously developed metamodel method.",2015
"Time-Dependent Reliability Analysis of Vibratory Systems With Random Parameters","The field of random vibrations of large-scale systems with millions of degrees of freedom is of significant importance in many engineering disciplines. In this paper, we propose a method to calculate the time-dependent reliability of linear vibratory systems with random parameters excited by non-stationary Gaussian processes. The approach combines principles of random vibrations, the total probability theorem and recent advances in time-dependent reliability using an integral equation involving the up-crossing and joint up-crossing rates. A space-filling design, such as optimal symmetric Latin hypercube sampling, is first used to sample the input parameter space. For each design point, the corresponding conditional time-dependent probability of failure is calculated efficiently using random vibrations principles to obtain the statistics of the output process and an efficient numerical estimation of the up-crossing and joint up-crossing rates. A time-dependent metamodel is then created between the input parameters and the output conditional probabilities allowing us to estimate the conditional probabilities for any set of input parameters. The total probability theorem is finally applied to calculate the time-dependent probability of failure. The proposed method is demonstrated using a vibratory beam example.",2015
"Topology Optimization With Load Uncertainty as an Inhomogeneous Eigenvalue Problem","In this paper, a non-probabilistic based topology optimization method under an external load uncertainty is presented. In traditional topology optimization problems, external loadings that apply to structures are always assumed as deterministic, but an external loading with uncertainties is very common in many practical engineering applications. In this paper, load uncertainty is described as an unknown-but-bounded model and the maximum possible strain energy based topology optimization formulation under an uncertain load is solved for the worst case condition. This optimization problem can be rewritten as a two-level optimization problem: the upper level optimization problem is a deterministic topology optimization under a critical loading of the worst structure response, and the lower level optimization problem is to determine the critical loading corresponding to the worst structure response.",2015
"Stochastic Model Bias Correction of Dynamic System Responses for Simulation-Based Reliability Analysis","Reliability analysis based on the simulation model could be wrong if the simulation model were not validated. Various model bias correction approaches have been developed to improve the model credibility by adding the identified model bias to the baseline simulation model. However, little research has been conducted for simulation models with dynamic system responses. This paper presents such a framework for model bias correction of dynamic system responses for reliability analysis by addressing three technical components including: i) a validation metric for dynamic system responses, ii) an effective approach for dynamic model bias calibration and approximation, and iii) reliability analysis considering the dynamic model bias. Two case studies including a thermal problem and a corroded beam problem are employed to demonstrate the proposed approaches for simulation-based reliability analysis.",2015
"Development of a Conservative Model Validation Approach for Reliable Analysis","Simulation models are approximations of real-world physical systems. Therefore, simulation model validation is necessary for the simulation-based design process to provide reliable products. However, due to the cost of product testing, experimental data in the context of model validation is limited for a given design. When the experimental data is limited, a true output PDF cannot be correctly obtained. Therefore, reliable target output PDF needs to be used to update the simulation model. In this paper, a new model validation approach is proposed to obtain a conservative estimation of the target output PDF for validation of the simulation model in reliability analysis. The proposed method considers the uncertainty induced by insufficient experimental data in estimation of predicted output PDFs by using Bayesian analysis. Then, a target output PDF and a probability of failure are selected from these predicted output PDFs at a user-specified conservativeness level for validation. For validation, the calibration parameter and model bias are optimized to minimize a validation measure of the simulation output PDF and the conservative target output PDF subject to the conservative probability of failure. For the optimization, accurate sensitivity of the validation measure is obtained using the complex variable method (CVM) for sensitivity analysis. As the target output PDF satisfies the user-specified conservativeness level, the validated simulation model provides a conservative representation of the experimental data. A simply supported beam is used to carry out the convergence study and demonstrate that the proposed method establishes a conservatively reliable simulation model.",2015
